thread_id,email_number,rollback_status,cache_clear_status,diagnostics_required,device_consistency,browser_version,browser_type,issue_reproduction,support_required,os_type,system_change,upgrade_related,ticket_priority,escalation_status,software_version,escalation_needed,crm_version,technical_complexity,error_type,issue_history,issue_severity,system_affected,ticket_created
197,2,True,False,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,unknown,configuration_change,True,high,True,v3.14.2,True,unknown,High,database_connection_failed,recurring,critical,single system,0
151,2,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,False,unknown,software_update,True,high,True,3.2.4,True,3.2.4,High,database_connection_timeout,one-time,critical,single system,1
156,6,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,True,True,Windows Server 2019,unknown,True,high,False,v3.2.1,True,unknown,Medium,503: Service Unavailable,recurring,high,single system,1
296,3,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,Windows,configuration_change,True,high,True,v3.7.2,True,unknown,High,database_connection_timeout_exception,recurring,critical,multiple systems,1
153,4,True,True,True,consistent across both Chrome and Firefox,Chrome 128,Chrome,False,True,windows_10,configuration_change,True,high,False,v5.2.1,True,unknown,High,configuration_error,one-time,critical,single system,0
3,5,True,False,True,consistent across both Chrome and Firefox,unknown,Chrome,False,False,unknown,configuration_change,True,unknown,False,unknown,True,unknown,Medium,configuration_error,one-time,medium,inventory_module,0
164,6,True,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Edge,False,True,macOS,configuration_change,True,high,False,3.2.4,True,unknown,High,503: Service Unavailable,recurring,critical,multiple systems,1
55,1,False,True,False,consistent across both Chrome and Firefox,Chrome 129,Chrome,False,False,Windows Server 2019,software_update,True,high,False,v3.7.2,True,unknown,High,timeout_error,recurring,critical,multiple systems,0
141,3,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,Linux,configuration_change,True,high,False,CRM Pro v3.2.4,True,4.2.1,High,503: Service Unavailable,recurring,critical,single system,1
250,1,False,False,True,unknown,unknown,unknown,False,True,unknown,unknown,False,unknown,False,unknown,True,unknown,unknown,database_connection_timeout_exception,unknown,critical,inventory_module,0
138,1,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,False,windows_10,software_update,True,high,False,Nosco CRM v2.4.1,True,unknown,High,Database connection failed: Timeout exception (Error 503),one-time,critical,single system,0
171,4,True,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,Linux,software_update,True,high,True,v3.4.1,True,unknown,High,database_connection_timeout_exception,one-time,critical,single system,1
90,2,False,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,True,False,windows_10,software_update,True,high,False,Nosco CRM v4.5.1,True,unknown,High,timeout,recurring,critical,multiple systems,0
63,2,False,True,True,unknown,unknown,unknown,False,True,unknown,configuration_change,False,unknown,False,unknown,True,unknown,unknown,database_connection_timeout_exception,unknown,critical,crm_system,1
75,5,True,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,unknown,yes,True,high,False,3.2.1,True,3.2.1,High,configuration_error,recurring,critical,inventory_module,0
89,2,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,False,high,True,unknown,True,unknown,Medium,database_connection_failed,one-time,high,single system,1
89,1,False,True,False,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,database_connection_failed,one-time,critical,single system,0
116,2,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,no recent changes,True,high,False,v4.2.1,True,unknown,High,503: Service Unavailable,recurring,high,single system,1
154,1,False,True,True,consistent across both Chrome and Firefox,"98.0.4758.102, Chrome 122","Chrome, Edge",False,False,windows_10,software_update,True,high,False,v3.14.2,True,unknown,High,timeout,recurring,high,multiple systems,0
244,6,True,False,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,Windows Server 2022,configuration_change,True,high,True,3.2.2,True,3.2.1,High,database_connection_failed,recurring,critical,multiple systems,1
206,6,False,True,True,consistent across both Chrome and Firefox,"98.0.4758.102, Chrome 122","Chrome, Edge, Firefox, Google Chrome, Microsoft Edge",False,True,"Linux, Windows Server 2019, macOS, windows_10, windows_11","No recent changes, configuration_change, hardware_upgrade, software_update, yes",False,unknown,True,"3.2.1, 3.2.2, 3.3.0, CRM Pro v3.2.4, PostgreSQL 12.7+, unknown",True,"2.5.3, 3.2.1, 4.1.9, 4.2.0, 4.2.1, 4.8.2, other",High,"configuration_error, database_connection_failed, timeout, unknown_error",recurring,high,single system,1
17,2,True,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,configuration_change,True,unknown,False,v3.14.2,False,unknown,Medium,database_connection_timeout_exception,recurring,high,crm_system,1
51,6,True,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,True,True,windows_10,configuration_change,True,unknown,True,v3.14.2,True,unknown,High,unknown_error,recurring,critical,multiple systems,1
42,2,False,True,True,consistent across both Chrome and Firefox,Chrome 128.0.0,Google Chrome,True,True,unknown,configuration_change,True,high,False,v3.14.2,True,unknown,High,database_connection_timeout_exception,unknown,critical,single system,1
224,6,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,unknown,No recent changes,False,high,True,4.2.1,True,unknown,Medium,unknown_error,recurring,high,single system,1
181,2,False,True,True,unknown,unknown,unknown,False,True,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,503: Service Unavailable,unknown,critical,single system,1
159,4,True,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,windows_10,configuration_change,True,high,True,v4.2.3,True,unknown,Medium,database_connection_timeout_exception,one-time,high,single system,0
229,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,False,unknown,configuration_change,True,unknown,False,v5.1.2,True,unknown,Medium,database_connection_failed,recurring,critical,multiple systems,0
292,3,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,hardware_upgrade,True,high,False,3.2.1,True,3.2.1,High,503: Service Unavailable,recurring,critical,multiple systems,1
126,2,False,True,False,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,True,True,windows_11,yes,True,high,False,v5.7.1,True,unknown,High,configuration_error,unknown,critical,single system,1
73,5,True,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,True,True,unknown,configuration_change,True,high,True,v3.2.4,True,unknown,High,503: Service Unavailable,recurring,critical,multiple systems,1
47,1,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,unknown,False,unknown,False,unknown,True,unknown,unknown,database_connection_failed,one-time,critical,inventory_module,0
42,1,False,True,False,consistent across both Chrome and Firefox,Chrome 128.0.0,Google Chrome,False,True,unknown,unknown,False,critical,False,v3.14.2,True,unknown,High,database_connection_timeout_exception,unknown,critical,multiple systems,0
35,5,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,no recent changes,False,unknown,True,unknown,True,4.2.1,unknown,database_connection_failed,recurring,high,single system,0
233,2,False,False,True,consistent across both Chrome and Firefox,Chrome 119.0.0,Chrome,False,True,unknown,configuration_change,True,high,False,unknown,True,unknown,High,database_connection_timeout_exception,recurring,critical,multiple systems,1
58,5,False,False,True,consistent across both Chrome and Microsoft Edge,Chrome v120.0.0,"Chrome, Microsoft Edge",True,True,unknown,software_update,True,unknown,False,v2.4.1,True,unknown,High,database_connection_failed,recurring,high,inventory_module,1
279,1,False,True,True,consistent across both Chrome and Firefox,Chrome 119.0.0,Chrome,False,False,unknown,hardware_upgrade,True,high,False,unknown,True,unknown,High,database_connection_timeout_exception,recurring,critical,multiple systems,0
270,2,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,yes,True,high,False,CRM Pro v3.2.4,True,unknown,High,database_connection_timeout_exception,recurring,critical,single system,1
156,1,False,False,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,unknown,True,high,False,v3.2.1,False,unknown,High,database_connection_timeout_exception,one-time,critical,multiple systems,0
127,4,True,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,windows_10,configuration_change,True,high,False,v2.4.1,True,unknown,High,database_connection_failed,one-time,critical,crm_system,0
60,1,False,False,True,unknown,unknown,unknown,False,False,unknown,unknown,False,unknown,False,CRM Platform version 2.5.3,True,2.5.3,unknown,database_connection_failed,unknown,critical,crm_system,0
5,2,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,software_update,True,unknown,False,CRM Pro v3.2.4,True,2.5.3,Medium,database_connection_failed,recurring,critical,single system,1
20,2,False,True,True,unknown,unknown,unknown,False,False,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,database_connection_failed,unknown,high,inventory_module,0
185,4,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,unknown,False,v3.14.2,True,3.2.1,Medium,database_connection_failed,one-time,high,single system,0
132,2,True,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,configuration_change,True,high,True,Nosco CRM v4.2.3,True,4.2.3,Medium,database_connection_failed,recurring,critical,single system,1
300,5,False,False,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,False,unknown,software_update,True,unknown,False,v2.3.1,True,unknown,High,database_connection_failed,one-time,critical,single system,1
77,1,False,True,False,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,False,unknown,yes,True,unknown,False,2.4.7,True,unknown,High,database_connection_failed,unknown,critical,single system,0
281,3,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,no recent changes,True,high,True,v4.2.1,True,4.2.1,Medium,503: Service Unavailable,recurring,critical,multiple systems,1
225,6,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,configuration_change,True,high,False,CRM Pro v3.2.4,True,unknown,High,configuration_error,one-time,high,single system,1
129,3,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,True,True,unknown,configuration_change,True,high,True,v3.14.2,True,other,Medium,503: Service Unavailable,recurring,critical,multiple systems,1
144,1,False,False,True,consistent across both Chrome and Firefox,Chrome 119.0.0,Chrome,False,True,unknown,unknown,False,unknown,False,v4.2.1,True,4.2.1,unknown,database_connection_timeout_exception,unknown,high,crm_system,0
284,4,False,False,True,consistent across both Chrome and Firefox,Chrome 120+,Chrome,False,True,windows_10,software_update,True,high,False,v3.2.1,False,unknown,Medium,timeout,recurring,high,multiple systems,1
84,6,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,No recent changes,False,high,False,2.3.1,True,unknown,High,database_connection_failed,recurring,critical,single system,1
66,2,True,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,windows_10,configuration_change,True,high,False,v2.1.5,True,unknown,High,database_connection_timeout_exception,one-time,critical,multiple systems,1
47,6,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,No recent changes,False,unknown,True,3.2.1,True,3.2.1,unknown,database_connection_failed,one-time,high,inventory_module,1
225,2,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,unknown,False,high,False,unknown,True,unknown,unknown,database_connection_timeout_exception,recurring,critical,crm_system,0
127,1,False,True,False,consistent across both Chrome and Firefox,unknown,Chrome,False,True,unknown,software_update,True,unknown,False,unknown,True,unknown,High,database_connection_timeout_exception,one-time,critical,single system,0
262,5,True,False,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,windows_10,configuration_change,True,high,True,v3.3,True,unknown,Medium,unknown_error,one-time,high,multiple systems,1
242,1,True,False,False,consistent across both Chrome and Firefox,Chrome 120.0.1,Chrome,False,False,unknown,software_update,True,high,False,v2.3.4,True,unknown,Medium,timeout,recurring,critical,multiple systems,0
41,2,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,unknown,False,high,False,unknown,True,unknown,unknown,database_connection_timeout_exception,unknown,high,multiple systems,1
158,1,False,True,True,consistent across both Chrome and Edge,Chrome 120,Chrome,False,False,Windows Server 2019,yes,True,high,False,Nosco CRM v5.2.1,True,v5.2.1,High,Database connection failed - Error 503,recurring,critical,inventory_module,0
141,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,windows_11,software_update,True,high,False,CRM Pro v3.2.4,True,4.2.1,High,database_connection_timeout_exception,recurring,critical,inventory_module,0
189,5,False,True,True,consistent across both Chrome and Firefox,Edge 120,Edge,False,True,unknown,configuration_change,True,high,True,CRM Pro v3.2.4,True,4.2.5,high,database_connection_timeout_exception,recurring,critical,multiple systems,0
121,1,False,True,False,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,configuration_change,True,unknown,False,Nosco CRM v2.4.2,True,unknown,High,Timeout Exception (Code 504),one-time,critical,inventory_module,0
211,6,False,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,unknown,configuration_change,False,high,True,CRM Pro v3.2.4,True,2.5.3,Medium,unknown_error,one-time,high,inventory_module,1
153,5,True,True,True,consistent across both Chrome and Firefox,Chrome 128,Chrome,False,True,windows_10,configuration_change,True,high,False,v3.14.2,True,unknown,High,database_connection_timeout_exception,recurring,critical,single system,0
176,2,False,True,True,unknown,unknown,unknown,False,True,unknown,unknown,False,unknown,False,unknown,True,unknown,unknown,503: Service Unavailable,unknown,critical,multiple systems,1
85,3,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,unknown,False,high,False,unknown,True,unknown,Medium,database_connection_failed,one-time,critical,single system,1
173,2,False,True,True,unknown,unknown,unknown,False,True,unknown,software_update,True,high,True,Nosco 2.4.1,True,unknown,Medium,database_connection_timeout_exception,unknown,critical,multiple systems,1
165,3,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,Windows,software_update,True,high,False,CRM Pro v3.2.4,True,4.2.1,High,503: Service Unavailable,recurring,critical,multiple systems,1
101,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,Windows,software_update,True,high,False,v4.2.3,True,unknown,High,database_connection_timeout_exception,recurring,critical,inventory_module,0
12,2,False,True,True,consistent across both Chrome and Firefox,unknown,Chrome,False,False,unknown,configuration_change,False,high,False,CRM Pro v3.2.4,True,4.8.2,Medium,database_connection_timeout_exception,recurring,critical,inventory_module,1
230,2,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,windows_11,software_update,True,unknown,False,Nosco CRM v4.2.1,True,4.2.1,unknown,Database connection timeout,one-time,critical,multiple systems,0
195,5,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Google Chrome,False,True,Windows Server 2019,configuration_change,True,high,False,PostgreSQL 13.5,True,4.2.1,High,unknown_error,recurring,critical,multiple systems,0
87,3,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,configuration_change,False,unknown,False,8.0.23,True,2.5.3,unknown,unknown_error,one-time,critical,single system,1
300,1,False,False,False,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,software_update,True,unknown,False,unknown,False,unknown,unknown,503: Service Unavailable,one-time,critical,multiple systems,0
20,5,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,configuration_change,False,unknown,False,unknown,True,unknown,Medium,database_connection_timeout_exception,recurring,high,multiple systems,1
203,2,False,False,True,consistent across both Chrome and Firefox,98.0.4758.80,Chrome,False,True,windows_10,unknown,False,unknown,False,2.4.5,True,2.4.5,High,database_connection_failed,recurring,critical,multiple systems,1
56,3,True,True,True,consistent across both Chrome and Firefox,Chrome 122,Google Chrome,False,True,unknown,unknown,True,high,True,unknown,True,unknown,High,database_connection_timeout_exception,recurring,critical,multiple systems,1
150,3,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,No recent changes,True,high,False,v2.4.1,True,2.4.1,High,503: Service Unavailable,recurring,critical,multiple systems,0
234,3,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,unknown,False,3.2.1,False,3.2.1,unknown,database_connection_failed,unknown,critical,multiple systems,0
286,2,False,False,True,consistent across both Chrome and Firefox,"98.0.4758.102, Chrome 122",unknown,False,True,CentOS 8,configuration_change,True,high,True,v5.1.8,True,unknown,high,TLS handshake failures,recurring,critical,multiple systems,1
83,3,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,unknown,configuration_change,True,high,True,Nosco CRM v2.4.1,True,2.4.1,High,database_connection_timeout_exception,recurring,critical,multiple systems,0
284,1,False,False,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,False,windows_10,configuration_change,True,unknown,False,unknown,False,unknown,High,timeout,one-time,high,multiple systems,0
234,5,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,software_update,True,unknown,True,3.2.1,True,3.2.1,Medium,database_connection_failed,unknown,high,single system,0
87,1,False,True,False,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,unknown,False,unknown,False,2.5.3,False,2.5.3,unknown,database_connection_failed,one-time,high,single system,0
272,5,True,True,True,consistent across both Chrome and Firefox,unknown,Chrome,False,True,unknown,configuration_change,True,high,False,3.2.1,True,unknown,High,unknown_error,recurring,high,crm_system,1
280,2,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,unknown,True,2.1.8,True,unknown,Medium,configuration_error,one-time,high,multiple systems,1
108,1,False,True,False,consistent across both Chrome and Firefox,Chrome 120,Google Chrome,False,True,unknown,yes,True,high,False,v4.2.1,True,unknown,Medium,database_connection_timeout_exception,recurring,critical,multiple systems,0
289,2,False,False,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,windows_10,configuration_change,True,high,False,v3.14.2,True,unknown,Medium,timeout,unknown,critical,multiple systems,0
241,3,False,True,True,consistent across both Chrome and Firefox,unknown,Chrome,False,True,unknown,hardware_upgrade,True,high,True,v22.3.4,True,unknown,High,timeout,recurring,high,multiple systems,0
124,1,True,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,unknown,False,high,False,unknown,True,unknown,High,database_connection_timeout_exception,one-time,critical,multiple systems,0
146,4,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,Windows Server 2022,configuration_change,True,high,True,v4.2.1,True,unknown,Medium,timeout,one-time,high,multiple systems,0
206,2,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,No recent changes,False,unknown,False,v3.14.2,True,4.2.1,unknown,database_connection_failed,one-time,high,multiple systems,0
193,4,True,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,high,True,v4.2.1,True,4.2.1,Medium,timeout,one-time,high,multiple systems,0
58,4,False,False,True,consistent across both Chrome and Microsoft Edge,Chrome v120.0.0,"Chrome, Microsoft Edge",True,True,unknown,software_update,True,unknown,False,v2.4.1,True,unknown,High,database_connection_failed,recurring,high,multiple systems,0
264,4,False,True,True,consistent across both Chrome and Firefox,Chrome 109,Chrome,False,False,unknown,software_update,True,critical,True,v3.2.1,True,unknown,High,database_connection_timeout_exception,recurring,high,single system,1
210,4,False,True,True,consistent across both Chrome and Firefox,"98.0.4758.102, Chrome 122",Chrome,False,True,unknown,No recent changes,True,high,False,unknown,True,unknown,Medium,database_connection_timeout_exception,one-time,high,single system,1
60,5,False,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,unknown,no recent changes,False,high,True,CRM Platform version 2.5.3,True,2.5.3,unknown,database_connection_failed,recurring,high,multiple systems,1
287,6,True,True,True,consistent across both Chrome and Firefox,unknown,Chrome,True,True,unknown,configuration_change,True,high,False,10.3.2.1,True,unknown,High,configuration_error,recurring,critical,multiple systems,1
249,3,False,True,True,consistent across both Chrome and Firefox,Chrome 124,Chrome,False,True,Linux,configuration_change,True,high,True,CRM v3.5.0,True,unknown,High,timeout,one-time,high,multiple systems,1
114,1,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,windows_10,software_update,True,unknown,False,3.4.2-SE,True,unknown,High,API timeout after webhook validation fails,recurring,critical,single system,0
146,5,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,Windows Server 2022,configuration_change,True,high,True,v4.2.1,True,unknown,Medium,timeout,one-time,high,single system,0
139,2,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,software_update,True,unknown,True,v3.14.2,True,other,High,database_connection_timeout_exception,recurring,high,inventory_module,1
76,3,False,True,True,unknown,Chrome 98.0.4758.102,Google Chrome,False,True,unknown,configuration_change,True,unknown,False,CRM Pro v3.2.4,False,unknown,unknown,database_connection_timeout_exception,unknown,high,crm_system,1
2,2,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,windows_10,configuration_change,True,high,True,4.2.3,True,4.2.3,High,database_connection_timeout_exception,recurring,critical,multiple systems,1
266,3,False,True,True,consistent across both Chrome and Firefox,unknown,Chrome,False,False,windows_10,software_update,True,high,False,CRM Pro v3.2.4,False,unknown,Medium,database_connection_timeout_exception,one-time,high,single system,0
71,3,False,False,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,windows_10,software_update,True,high,False,PostgreSQL 13.9,True,4.3.2,Medium,database_connection_timeout_exception,one-time,critical,multiple systems,1
109,3,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,False,unknown,software_update,True,high,False,v4.2.3,False,4.2.3,High,database_connection_timeout_exception,one-time,critical,multiple systems,1
269,5,False,True,True,consistent across both Chrome and Firefox,"98.0.4758.102, Chrome 122","Chrome, Edge",False,True,"Windows Server 2019, windows_10, windows_11","configuration_change, software_update, yes",True,high,True,v3.14.2,True,unknown,High,database_connection_timeout_exception,recurring,critical,single system,1
49,2,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,no recent changes,False,unknown,False,CRM Pro v3.2.4,True,unknown,Medium,database_connection_failed,recurring,high,crm_system,1
58,3,False,False,True,consistent across both Chrome and Microsoft Edge,Chrome v120.0.0,"Chrome, Microsoft Edge",True,True,unknown,No recent changes,True,unknown,False,v2.4.1,True,unknown,High,database_connection_failed,recurring,high,multiple systems,0
140,2,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,Windows Server 2022,unknown,False,unknown,False,unknown,True,unknown,unknown,configuration_error,unknown,critical,single system,0
122,4,True,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,unknown,configuration_change,True,high,True,3.7.2,True,unknown,Medium,configuration_error,recurring,critical,single system,1
251,1,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,software_update,True,unknown,False,3.2.1,True,unknown,Medium,timeout,one-time,high,multiple systems,0
47,4,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,No recent changes,False,unknown,True,3.2.1,True,3.2.1,unknown,database_connection_failed,one-time,critical,single system,0
75,6,True,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,unknown,configuration_change,True,high,True,v3.14.2,True,3.2.1,High,unknown_error,recurring,critical,single system,1
156,4,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,Windows Server 2019,unknown,True,high,False,v3.2.1,True,unknown,Medium,503: Service Unavailable,recurring,high,multiple systems,0
220,2,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,configuration_change,True,unknown,False,3.2.5,False,unknown,Medium,database_connection_timeout_exception,unknown,critical,single system,0
63,1,False,True,True,unknown,unknown,unknown,False,True,unknown,unknown,False,unknown,False,unknown,True,unknown,unknown,database_connection_timeout_exception,unknown,critical,crm_system,0
18,3,True,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,configuration_change,True,high,False,3.2.1,True,3.2.1,High,database_connection_timeout_exception,one-time,critical,multiple systems,1
126,1,False,True,False,unknown,Chrome 129,Chrome,False,True,windows_11,unknown,False,unknown,False,v3.14.2,True,unknown,unknown,503: Service Unavailable,unknown,critical,multiple systems,0
119,6,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Firefox,False,True,windows_10,configuration_change,True,high,False,v4.2.1,True,4.2.1,High,503: Service Unavailable,recurring,critical,multiple systems,1
145,2,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,False,unknown,software_update,True,unknown,False,CRM v2.4.2,True,2.4.2,Medium,database_connection_timeout_exception,recurring,high,inventory_module,0
223,5,False,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,True,True,Linux,configuration_change,True,high,False,v3.14.2,True,2.5.3,Medium,503: Service Unavailable,one-time,high,single system,0
218,3,False,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,unknown,no recent changes,False,unknown,False,unknown,True,4.2.1,Medium,database_connection_timeout_exception,recurring,critical,inventory_module,1
14,4,True,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,unknown,False,CRM Pro v3.2.4,True,unknown,High,configuration_error,one-time,high,crm_system,0
164,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,False,windows_10,software_update,True,unknown,False,Nosco version 2.4.1,True,unknown,High,database_connection_timeout_exception,recurring,critical,inventory_module,0
172,3,False,True,True,consistent across both Chrome and Firefox,Chrome 118,Chrome,False,False,unknown,hardware_upgrade,True,unknown,False,CRM Platform v2.3.4,True,unknown,Medium,database_connection_failed,recurring,medium,single system,1
123,1,False,True,False,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,False,unknown,hardware_upgrade,True,unknown,False,v3.14.2,True,unknown,High,database_connection_timeout_exception,recurring,critical,multiple systems,0
125,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,software_update,True,high,False,v4.2.7,True,4.2.7,Medium,database_connection_timeout_exception,recurring,critical,inventory_module,0
24,1,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,configuration_change,True,unknown,False,CRM Pro v3.2.4,True,3.2.1,High,database_connection_failed,one-time,critical,single system,0
165,1,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,False,Windows,software_update,True,high,False,v4.2.1,True,4.2.1,High,Database connection failed - Error 503,recurring,critical,multiple systems,0
77,3,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,unknown,yes,True,high,True,2.4.7,True,unknown,High,503: Service Unavailable,recurring,critical,multiple systems,1
273,2,True,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,high,True,CRM v5.2.1,True,unknown,High,unknown_error,one-time,critical,single system,0
72,2,False,True,False,consistent across both Chrome and Firefox,Chrome 119,Chrome,False,True,unknown,unknown,False,unknown,False,unknown,True,4.2.1,Medium,database_connection_failed,recurring,high,crm_system,1
229,3,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,configuration_change,True,high,True,v5.1.2,True,unknown,High,database_connection_timeout_exception,recurring,critical,multiple systems,1
248,2,True,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,windows_10,configuration_change,True,high,True,v3.14.2,True,unknown,High,database_connection_timeout_exception,recurring,critical,multiple systems,1
272,3,True,True,True,consistent across both Chrome and Firefox,unknown,Chrome,False,True,unknown,configuration_change,True,high,False,3.2.1,True,unknown,High,configuration_error,recurring,critical,multiple systems,0
245,5,True,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,windows_10,yes,True,high,True,Nosco CRM version 4.2.3,True,4.2.3,High,unknown_error,one-time,critical,multiple systems,1
223,6,False,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,True,True,Linux,configuration_change,True,high,False,v2.4.1,True,2.5.3,Medium,configuration_error,recurring,high,multiple systems,1
