thread_id,email_number,rollback_status,cache_clear_status,diagnostics_required,device_consistency,browser_version,browser_type,issue_reproduction,support_required,os_type,system_change,upgrade_related,ticket_priority,escalation_status,software_version,escalation_needed,crm_version,software_version,technical_complexity,resolution_time,error_type,issue_history,error_type,issue_severity,system_affected
118,3,False,False,True,consistent across both Chrome and Firefox,98.0.4758.102,Edge,False,False,windows_10,yes,True,high,False,unknown,False,unknown,unknown,High,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
118,4,False,,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,,False,unknown,unknown,,high,,v5.2.1,,,v5.2.1,Medium,,timeout,one-time,timeout,high,single system
118,5,False,,True,unknown,,,,True,unknown,unknown,False,,,,True,unknown,,unknown,,unknown,unknown,unknown,critical,multiple systems
118,6,,,True,consistent across both Chrome and Firefox,,Chrome,False,True,Windows Server 2019,configuration_change,True,high,False,v5.2.1a,False,,v5.2.1a,High,,configuration_error,one-time,configuration_error,high,inventory_module
119,1,,True,False,consistent across both Chrome and Firefox,Chrome 120,Chrome,,True,unknown,unknown,,high,,v4.2.1,True,4.2.1,v4.2.1,Medium,,Database connection failed: Error 503,recurring,Database connection failed: Error 503,critical,inventory_module
119,2,,,True,consistent across both Chrome and Firefox,,,False,False,,configuration_change,,,False,,False,,,,,,,,,multiple systems
119,3,,,True,consistent across both Chrome and Firefox,,,False,False,windows_10,yes,True,,False,,True,,,,,database_connection_timeout_exception,,database_connection_timeout_exception,critical,single system
119,4,False,,True,consistent across both Chrome and Firefox,unknown,unknown,,True,unknown,configuration_change,True,high,,v4.2.1,False,4.2.1,v4.2.1,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,inventory_module
119,5,False,,True,consistent across both Chrome and Firefox,,Firefox,False,False,,configuration_change,True,,False,,True,,,High,,503: Service Unavailable,recurring,503: Service Unavailable,critical,single system
119,6,,,True,unknown,unknown,unknown,,True,unknown,unknown,True,,,unknown,True,unknown,unknown,unknown,48.0,unknown,unknown,unknown,critical,multiple systems
120,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,software_update,True,high,False,v4.2.1,True,unknown,v4.2.1,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,single system
120,2,,,False,unknown,unknown,unknown,,False,unknown,unknown,True,unknown,,unknown,False,unknown,unknown,unknown,,timeout,unknown,timeout,high,inventory_module
120,3,False,True,False,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,False,unknown,software_update,True,high,False,3.2.1,True,unknown,3.2.1,High,,timeout,recurring,timeout,critical,multiple systems
120,4,,,True,,,,True,True,,,,,False,,False,,,,,,,,,
120,5,False,,True,,,,False,False,,,True,,False,,True,,,,,,,,critical,multiple systems
121,1,,True,False,consistent across both Chrome and Firefox,,,False,False,,configuration_change,True,,False,Nosco CRM v2.4.2,True,,Nosco CRM v2.4.2,High,,Timeout Exception (Code 504),one-time,Timeout Exception (Code 504),critical,inventory_module
121,2,False,,True,consistent across both Chrome and Firefox,,unknown,False,False,unknown,configuration_change,False,,,Nosco v2.4.2,False,unknown,Nosco v2.4.2,Medium,,unknown_error,unknown,unknown_error,high,multiple systems
121,3,,,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,,True,windows_11,no recent changes,,,,3.2.1,True,,3.2.1,High,,timeout,,timeout,critical,multiple systems
121,4,,,True,unknown,,unknown,False,True,unknown,configuration_change,True,high,False,3.1.x,False,unknown,3.1.x,Medium,,unknown_error,unknown,unknown_error,high,inventory_module_API
121,5,,,,consistent across both Chrome and Firefox,,,,,,configuration_change,True,,,,True,,,High,,,,,critical,multiple systems
121,6,,,False,unknown,unknown,unknown,,True,unknown,unknown,,unknown,,unknown,,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown
122,1,False,True,True,consistent across both Chrome and Firefox,Chrome 121,Chrome,False,False,unknown,configuration_change,True,high,False,v4.1.8,True,unknown,v4.1.8,Medium,,configuration_error,one-time,configuration_error,critical,multiple systems
122,2,,,,,,,,,,,,,,,,,,,,,,,,
122,3,False,,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,unknown,software_update,True,high,False,unknown,False,unknown,unknown,High,,system_error,one-time,system_error,critical,multiple systems
122,4,True,,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,high,True,3.7.2,True,unknown,3.7.2,Medium,90.0,configuration_error,recurring,configuration_error,critical,single system
123,1,,True,False,consistent across both Chrome and Firefox,Chrome 122,Chrome,,,,hardware_upgrade,True,,,v3.14.2,True,,v3.14.2,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,multiple systems
123,2,,,True,unknown,unknown,unknown,,False,unknown,unknown,,,,unknown,,unknown,unknown,unknown,,unknown,unknown,unknown,high,single system
123,3,,,True,consistent across both Chrome and Firefox,,,False,False,,hardware_upgrade,True,,False,,False,,,High,,configuration_error,recurring,configuration_error,high,multiple systems
123,4,True,,True,consistent across both Chrome and Firefox,,,,False,,configuration_change,True,,,3.2.1,True,,3.2.1,High,,configuration_error,one-time,configuration_error,critical,single system
124,1,True,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,unknown,False,high,False,unknown,True,unknown,unknown,High,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,multiple systems
124,2,False,,True,consistent across both Chrome and Firefox,unknown,unknown,True,True,unknown,configuration_change,True,high,True,unknown,True,unknown,unknown,Medium,,configuration_error,recurring,configuration_error,high,multiple systems
125,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,software_update,True,high,False,v4.2.7,True,4.2.7,v4.2.7,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,inventory_module
125,2,,,False,consistent across both Chrome and Firefox,,unknown,False,False,unknown,configuration_change,True,,,unknown,True,unknown,unknown,Medium,,configuration_error,recurring,configuration_error,high,multiple systems
125,3,,,True,consistent across both Chrome and Firefox,,,,,windows_10,no recent changes,,,,3.2.1,True,,3.2.1,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,single system
125,4,True,,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,high,False,3.2.1,False,unknown,3.2.1,Medium,,timeout,one-time,timeout,high,single system
125,5,True,,True,unknown,,unknown,False,False,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,unknown,,unknown,recurring,unknown,high,crm_system
126,1,,True,False,unknown,Chrome 129,Chrome,,True,windows_11,unknown,,unknown,,v3.14.2,True,unknown,v3.14.2,unknown,,503: Service Unavailable,unknown,503: Service Unavailable,critical,multiple systems
126,2,False,,False,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,True,True,unknown,yes,True,high,False,v5.7.1,True,unknown,v5.7.1,High,90.0,configuration_error,unknown,configuration_error,critical,single system
127,1,,True,False,consistent across both Chrome and Firefox,,Chrome,,True,,software_update,True,,,,True,,,High,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,single system
127,2,,,True,unknown,unknown,unknown,,False,unknown,unknown,,high,,unknown,,unknown,unknown,unknown,,unknown,unknown,unknown,high,unknown
127,3,,,False,consistent across both Chrome and Firefox,Chrome 122,Chrome,,False,windows_10,No recent changes,False,,,unknown,False,,unknown,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,single system
127,4,True,,True,consistent across both Chrome and Firefox,,,,True,,configuration_change,True,,False,v2.4.1,True,,v2.4.1,High,,database_connection_failed,one-time,database_connection_failed,critical,crm_system
127,5,True,,False,unknown,,,False,True,unknown,unknown,True,,,unknown,True,,unknown,high,,database_connection_timeout,unknown,database_connection_timeout,critical,single system
127,6,False,,,,,,True,False,,unknown,True,high,,v3.2.4,,3.2.1,v3.2.4,Medium,,,recurring,,high,inventory_module
128,1,,True,True,consistent across both Chrome and Firefox,,Chrome,,,,configuration_change,True,,,Nosco CRM v2.4.1,True,,Nosco CRM v2.4.1,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,inventory_module
128,2,,,True,,,,,False,Windows Server 2022,software_update,True,,False,,False,,,,,,,,,single system
128,3,False,,True,consistent across both Chrome and Firefox,,,,True,Linux,configuration_change,False,high,,,True,unknown,,High,,503: Service Unavailable,recurring,503: Service Unavailable,critical,single system
128,4,True,,True,consistent across both Chrome and Firefox,,,,False,,configuration_change,,high,,,True,,,High,,,,,critical,multiple systems
129,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,software_update,True,high,False,v2.4.7,True,2.5.3,v2.4.7,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,multiple systems
129,2,,,True,consistent across both Chrome and Firefox,,,True,False,,configuration_change,True,,True,v3.14.2,True,other,v3.14.2,Medium,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,single system
129,3,,,True,consistent across both Chrome and Firefox,,,False,False,,configuration_change,True,,,,True,,,,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
131,1,True,True,True,consistent across both Chrome and Firefox,Chrome 125.0.6422.142,Chrome,False,True,unknown,configuration_change,True,unknown,True,CRM v3.7.1,True,unknown,CRM v3.7.1,High,,API Gateway Timeout (Error 504),unknown,API Gateway Timeout (Error 504),critical,multiple systems
131,2,,,True,consistent across both Chrome and Firefox,unknown,unknown,,True,unknown,configuration_change,True,high,True,unknown,True,unknown,unknown,High,30.0,unknown_error,unknown,unknown_error,critical,single system
132,1,True,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,,True,unknown,configuration_change,True,,,Nosco CRM v4.2.3,True,4.2.3,Nosco CRM v4.2.3,High,,Database connection failed: Error 503,recurring,Database connection failed: Error 503,critical,multiple systems
132,2,False,,True,consistent across both Chrome and Firefox,,,,True,,,True,high,True,,True,,,Medium,2.0,database_connection_failed,,database_connection_failed,critical,single system
133,1,,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,Windows POS,unknown,False,high,True,stripe-v3.2.1,True,2.7.1,stripe-v3.2.1,High,,API timeout after webhook validation fails,unknown,API timeout after webhook validation fails,critical,multiple systems
133,2,False,,True,consistent across both Chrome and Firefox,"98.0.4758.102, Chrome 122",Chrome,,True,unknown,configuration_change,True,high,True,v3.14.2,True,unknown,v3.14.2,High,,configuration_error,one-time,configuration_error,critical,multiple systems
133,3,False,,True,consistent across both Chrome and Firefox,unknown,unknown,,True,unknown,configuration_change,True,high,,unknown,True,unknown,unknown,High,,database_connection_failed,recurring,database_connection_failed,critical,multiple systems
134,1,,True,True,consistent across both Chrome and Firefox,Chrome 112,Chrome,,,macOS,configuration_change,,,,unknown,True,unknown,unknown,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,multiple systems
134,2,,,True,consistent across both Chrome and Firefox,,,,False,,configuration_change,True,,,,True,,,,,database_connection_failed,recurring,database_connection_failed,critical,multiple systems
134,3,,,True,consistent across both Chrome and Firefox,,,False,False,unknown,hardware_upgrade,True,,,unknown,False,,unknown,Low,,503: Service Unavailable,one-time,503: Service Unavailable,high,multiple systems
134,4,True,,True,consistent across both Chrome and Firefox,,API,,False,,configuration_change,True,,False,,,,,High,,timeout,,timeout,high,multiple systems
134,5,True,,True,unknown,,unknown,False,True,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,unknown,,unknown,unknown,unknown,high,unknown
137,1,,,True,consistent across both Chrome and Firefox,unknown,unknown,,False,unknown,configuration_change,True,high,False,v2.1.48,True,unknown,v2.1.48,Medium,,configuration_error,recurring,configuration_error,high,multiple systems
137,2,,,True,consistent across both Chrome and Firefox,,,,,,configuration_change,,,,,True,,,High,,,,,critical,multiple systems
138,1,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,,False,windows_10,software_update,True,high,False,Nosco CRM v2.4.1,True,,Nosco CRM v2.4.1,High,,Database connection failed: Timeout exception (Error 503),one-time,Database connection failed: Timeout exception (Error 503),critical,single system
138,2,False,False,True,,,,False,True,,unknown,True,,False,,False,,,,,,unknown,,,multiple systems
138,3,,,True,consistent across both Chrome and Firefox,unknown,unknown,,False,unknown,unknown,,,,unknown,,unknown,unknown,unknown,,503: Service Unavailable,unknown,503: Service Unavailable,critical,single system
138,4,False,,True,consistent across both Chrome and Firefox,unknown,unknown,,True,unknown,unknown,,high,True,unknown,True,unknown,unknown,Medium,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,multiple systems
139,1,,True,,consistent across both Chrome and Firefox,Chrome 120,Chrome,,,,configuration_change,True,,,v2.4.1,True,,v2.4.1,High,,503: Service Unavailable,recurring,503: Service Unavailable,critical,inventory_module
139,2,,,True,consistent across both Chrome and Firefox,,,,True,,software_update,True,,True,v3.14.2,True,other,v3.14.2,High,4.0,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,inventory_module
140,1,False,True,False,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,unknown,unknown,False,unknown,False,unknown,True,unknown,unknown,unknown,,configuration_error,unknown,configuration_error,critical,multiple systems
140,2,,,True,,,,,False,Windows Server 2022,,,,,,,,,,,,,,,single system
140,3,False,,True,consistent across both Chrome and Firefox,,,False,False,unknown,yes,True,,,unknown,False,unknown,unknown,High,,timeout,recurring,timeout,critical,multiple systems
140,4,True,,True,unknown,,,,True,unknown,configuration_change,True,high,True,4.2.1,True,4.2.1,4.2.1,High,,database_connection_failed,recurring,database_connection_failed,critical,multiple systems
140,5,True,,True,consistent across both Chrome and Firefox,unknown,unknown,,,unknown,unknown,,unknown,,unknown,,unknown,unknown,unknown,,unknown,unknown,unknown,high,single system
141,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,windows_11,software_update,True,high,False,CRM Pro v3.2.4,True,4.2.1,CRM Pro v3.2.4,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,inventory_module
141,2,,,True,unknown,unknown,unknown,,True,unknown,configuration_change,True,high,,unknown,True,unknown,unknown,unknown,,system_error,unknown,system_error,critical,single system
141,3,,,True,consistent across both Chrome and Firefox,,,False,True,Linux,configuration_change,False,,,,True,,,,,503: Service Unavailable,,503: Service Unavailable,critical,single system
142,1,,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,,True,windows_10,no recent changes,,high,,,True,,,Medium,,database_connection_failed,one-time,database_connection_failed,high,single system
142,2,,,True,,,,,True,,unknown,True,,,,True,,,,,database_connection_timeout_exception,,database_connection_timeout_exception,high,multiple systems
142,3,,False,True,consistent across both Chrome and Firefox,,unknown,,False,unknown,no recent changes,False,,,,True,,,unknown,,503: Service Unavailable,unknown,503: Service Unavailable,critical,multiple systems
144,1,False,,True,consistent across both Chrome and Firefox,Chrome 119.0.0,Chrome,,True,unknown,unknown,,,,v4.2.1,True,4.2.1,v4.2.1,unknown,,database_connection_timeout_exception,unknown,database_connection_timeout_exception,high,crm_system
144,2,False,,True,unknown,unknown,unknown,,True,unknown,configuration_change,False,high,True,4.2.1,True,4.2.1,4.2.1,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,medium,crm_system
145,1,,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,,,unknown,software_update,True,,,CRM v2.4.2,True,2.4.2,CRM v2.4.2,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,inventory_module
145,2,,,True,unknown,,,False,False,,,False,,,,False,,,,,,,,,
145,3,,,True,consistent across both Chrome and Firefox,,"Chrome, Edge",False,False,windows_11,software_update,True,critical,,v2.4.2,True,,v2.4.2,High,,503: Service Unavailable,one-time,503: Service Unavailable,critical,single system
145,4,True,,False,consistent across both Chrome and Firefox,,,False,False,,configuration_change,True,high,False,3.2.2,False,,3.2.2,High,4.0,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,multiple systems
145,5,False,,False,unknown,unknown,unknown,False,True,unknown,unknown,True,high,False,unknown,False,unknown,unknown,unknown,,unknown,unknown,unknown,critical,single system
146,1,,True,False,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,windows_10,software_update,True,high,,v4.2.1,False,unknown,v4.2.1,Medium,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,single system
146,2,,,True,consistent across both Chrome and Firefox,,unknown,,True,unknown,unknown,,,,unknown,,unknown,unknown,unknown,,unknown,unknown,unknown,high,single system
146,3,,,,consistent across both Chrome and Firefox,,,,,Windows Server 2022,unknown,,,,,True,,,unknown,,503: Service Unavailable,unknown,503: Service Unavailable,critical,multiple systems
146,4,False,False,True,unknown,unknown,unknown,False,True,unknown,configuration_change,True,unknown,True,unknown,True,unknown,unknown,Medium,4.0,timeout,unknown,timeout,high,multiple systems
146,5,,,,unknown,unknown,unknown,False,False,unknown,unknown,,unknown,,unknown,False,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,single system
146,6,True,,,,,,,False,,configuration_change,True,,,,,,,,,database_migration_conflict,one-time,database_migration_conflict,high,multiple systems
147,1,,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,,True,Windows Server 2019,yes,True,,,CRM Pro v3.2.4,True,4.2.1,CRM Pro v3.2.4,,,database_connection_timeout_exception,,database_connection_timeout_exception,critical,single system
147,2,False,,True,,,,,True,,software_update,True,,True,,True,unknown,,High,24.0,timeout,recurring,timeout,critical,multiple systems
147,3,,,True,unknown,unknown,unknown,,True,unknown,unknown,True,unknown,,unknown,True,unknown,unknown,unknown,,503: Service Unavailable,unknown,503: Service Unavailable,critical,multiple systems
148,1,,True,True,consistent across both Chrome and Firefox,unknown,unknown,,True,unknown,software_update,True,unknown,,v3.8.2,True,unknown,v3.8.2,High,,timeout,recurring,timeout,critical,multiple systems
148,2,,,True,consistent across both Chrome and Firefox,Chrome 122,Google Chrome,,False,windows_10,No recent changes,,,,CRM Pro v3.2.4,,,CRM Pro v3.2.4,,,,,,,single system
148,3,False,,True,consistent across both Chrome and Firefox,Chrome 121.0.0/Edge 120.0.2,"Chrome, Edge",,,"Windows Server 2019, windows_10, windows_11",software_update,True,high,,CRM Pro v3.2.4,True,,CRM Pro v3.2.4,High,48.0,"503: Service Unavailable, API timeout after webhook validation fails, Database connection timeout, Database migration conflict, Other, database_connection_timeout_exception, system_error",recurring,"503: Service Unavailable, API timeout after webhook validation fails, Database connection timeout, Database migration conflict, Other, database_connection_timeout_exception, system_error",critical,multiple systems
150,1,False,True,False,consistent across both Chrome and Firefox,Chrome 120,Chrome,,True,unknown,software_update,True,high,False,v2.4.1,True,2.4.1,v2.4.1,Medium,,Database connection failed - Error Code: DB-503,one-time,Database connection failed - Error Code: DB-503,critical,inventory_module
150,2,,,True,unknown,,,,True,,unknown,,high,,,True,,,,,503: Service Unavailable,,503: Service Unavailable,critical,multiple systems
150,3,,,True,consistent across both Chrome and Firefox,,Chrome,,False,unknown,No recent changes,False,high,False,unknown,True,unknown,unknown,High,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
150,4,False,,True,consistent across both Chrome and Firefox,,,,True,,configuration_change,False,high,True,v3.14.2,True,other,v3.14.2,High,,database_connection_failed,recurring,database_connection_failed,critical,inventory_module
151,1,,True,False,,Chrome 120,Chrome,,,,software_update,True,,,,True,3.2.4,,High,,database_connection_failed,recurring,database_connection_failed,critical,single system
151,2,,,True,consistent across both Chrome and Firefox,,,,False,,software_update,True,high,True,3.2.4,True,3.2.4,3.2.4,High,2.0,database_connection_timeout,one-time,database_connection_timeout,critical,single system
152,1,,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,software_update,True,,,Nosco CRM v3.2.1,True,v3.14.2,Nosco CRM v3.2.1,High,,503: Service Unavailable,one-time,503: Service Unavailable,critical,multiple systems
152,2,,,True,consistent across both Chrome and Firefox,unknown,unknown,,True,unknown,unknown,True,high,,unknown,True,unknown,unknown,Medium,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,high,multiple systems
153,1,True,True,True,consistent across both Chrome and Firefox,"98.0.4758.102, Chrome 122",Chrome,,True,windows_10,software_update,True,,,NexusCRM v5.2.1,True,,NexusCRM v5.2.1,High,,Error 500: Gateway Handshake Failed,recurring,Error 500: Gateway Handshake Failed,critical,multiple systems
153,2,True,,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,,True,,configuration_change,True,,,v5.2.1,,,v5.2.1,,,configuration_error,recurring,configuration_error,critical,multiple systems
153,3,False,,True,consistent across both Chrome and Firefox,Chrome 128,Chrome,,,unknown,configuration_change,True,high,,,True,,,High,,configuration_error,one-time,configuration_error,critical,multiple systems
153,4,True,,,unknown,,unknown,,True,unknown,unknown,True,,,v5.2.1,True,,v5.2.1,High,,configuration_error,unknown,configuration_error,critical,single system
153,5,True,,,,,,,True,,configuration_change,True,high,,v3.14.2,True,,v3.14.2,High,2.0,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,single system
153,6,True,,False,unknown,unknown,unknown,False,True,unknown,unknown,True,unknown,True,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,critical,multiple systems
154,1,False,True,True,consistent across both Chrome and Firefox,"98.0.4758.102, Chrome 122","Chrome, Edge",,False,windows_10,software_update,True,high,False,v3.14.2,True,,v3.14.2,High,,timeout,recurring,timeout,high,multiple systems
154,2,,,False,unknown,,unknown,,False,unknown,unknown,,high,,unknown,,unknown,unknown,unknown,24.0,API timeout after webhook validation fails,unknown,API timeout after webhook validation fails,high,multiple systems
154,3,,,True,consistent across both Chrome and Firefox,unknown,unknown,,,unknown,unknown,,unknown,,SAP ERP 2023,True,unknown,SAP ERP 2023,unknown,,timeout,recurring,timeout,critical,multiple systems
155,1,False,True,False,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,False,unknown,yes,True,high,False,CRM Pro v3.2.4,False,2.5.3,CRM Pro v3.2.4,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,single system
155,2,,,True,unknown,unknown,unknown,,False,unknown,configuration_change,True,unknown,,v2.3.1,True,unknown,v2.3.1,unknown,,unknown,unknown,unknown,high,multiple systems
155,3,,,True,consistent across both Chrome and Firefox,,,,False,unknown,No recent changes,False,,,,True,,,,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
155,4,False,,True,consistent across both Chrome and Firefox,,,True,False,,configuration_change,True,,False,,False,,,,,503: Service Unavailable,one-time,503: Service Unavailable,critical,multiple systems
155,5,,,True,consistent across both Chrome and Firefox,unknown,unknown,,,unknown,unknown,,high,,unknown,,unknown,unknown,unknown,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
156,1,False,False,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,unknown,True,high,False,v3.2.1,False,unknown,v3.2.1,High,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,multiple systems
156,2,,,False,unknown,,,,False,,unknown,,,,,,,,,,database_connection_timeout_exception,unknown,database_connection_timeout_exception,high,single system
156,3,False,True,True,consistent across both Chrome and Firefox,,Chrome,,False,Windows Server 2019,unknown,False,,False,unknown,False,unknown,unknown,Medium,,unknown_error,recurring,unknown_error,high,inventory_module
156,4,False,,True,unknown,,,False,True,unknown,unknown,,,False,,True,,,unknown,,503: Service Unavailable,unknown,503: Service Unavailable,high,multiple systems
156,5,,False,True,unknown,,,False,False,unknown,unknown,False,,False,unknown,True,unknown,unknown,unknown,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
156,6,False,,True,consistent across both Chrome and Firefox,unknown,unknown,True,True,unknown,unknown,,high,False,unknown,False,unknown,unknown,Medium,,unknown,unknown,unknown,high,single system
158,1,,True,True,consistent across both Chrome and Edge,Chrome 120,Chrome,,False,Windows Server 2019,yes,True,high,,Nosco CRM v5.2.1,True,v5.2.1,Nosco CRM v5.2.1,High,,Database connection failed - Error 503,recurring,Database connection failed - Error 503,critical,inventory_module
158,2,False,,True,consistent across both Chrome and Firefox,,,False,True,,No recent changes,False,high,False,unknown,False,,unknown,Medium,2.0,database_connection_timeout_exception,one-time,database_connection_timeout_exception,high,single system
159,1,,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,,True,unknown,unknown,,,,4.2.3,True,unknown,4.2.3,High,,Database connection failed: Error 503,unknown,Database connection failed: Error 503,critical,inventory_module
159,2,False,False,True,consistent across both Chrome and Firefox,unknown,Chrome,False,True,unknown,software_update,True,high,True,v4.2.3,True,unknown,v4.2.3,High,,database_connection_failed,one-time,database_connection_failed,critical,single system
159,3,True,,False,consistent across both Chrome and Firefox,Chrome 122,Chrome,,False,windows_10,configuration_change,True,high,,unknown,True,unknown,unknown,Medium,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,multiple systems
159,4,False,,True,unknown,,,False,True,unknown,configuration_change,True,high,False,,False,,,Medium,,,one-time,,high,single system
159,5,,,True,consistent across both Chrome and Firefox,,,,False,windows_10,software_update,True,high,,,True,,,High,,503: Service Unavailable,one-time,503: Service Unavailable,critical,single system
159,6,True,,False,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,high,False,unknown,False,unknown,unknown,Low,,configuration_error,unknown,configuration_error,high,single system
160,1,,True,False,consistent across both Chrome and Firefox,Chrome 120,Chrome,,True,unknown,software_update,True,high,,2.4.5,True,unknown,2.4.5,High,,database_connection_failed,recurring,database_connection_failed,critical,single system
160,2,,,True,unknown,unknown,unknown,,True,unknown,unknown,,high,,unknown,,unknown,unknown,unknown,,503: Service Unavailable,unknown,503: Service Unavailable,critical,multiple systems
160,3,True,,False,consistent across both Chrome and Firefox,unknown,unknown,True,False,unknown,no recent changes,False,unknown,False,2.4.5,False,unknown,2.4.5,unknown,,503: Service Unavailable,unknown,503: Service Unavailable,critical,single system
160,4,,,True,unknown,unknown,unknown,,False,unknown,unknown,False,,,unknown,,unknown,unknown,unknown,,database_connection_timeout_exception,unknown,database_connection_timeout_exception,critical,single system
160,5,True,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,unknown,False,unknown,False,unknown,True,unknown,unknown,High,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
160,6,False,,True,,,,False,True,,configuration_change,True,,False,unknown,False,,unknown,High,,configuration_error,one-time,configuration_error,high,multiple systems
161,1,False,True,False,unknown,Chrome 120,Chrome,False,True,unknown,unknown,False,high,False,Nosco CRM v2.4.1,True,unknown,Nosco CRM v2.4.1,unknown,,database_connection_timeout_exception,unknown,database_connection_timeout_exception,critical,single system
161,2,,,True,consistent across both Chrome and Firefox,,,,,,configuration_change,,,,,,,,,,,,,,multiple systems
161,3,,,True,consistent across both Chrome and Firefox,,,,,,no recent changes,False,,,,True,,,,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
161,4,False,,True,unknown,unknown,unknown,,False,unknown,configuration_change,True,,False,unknown,False,unknown,unknown,Medium,,database_connection_timeout_exception,unknown,database_connection_timeout_exception,high,multiple systems
161,5,True,,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,,True,unknown,configuration_change,True,high,,unknown,True,unknown,unknown,High,,unknown_error,recurring,unknown_error,critical,multiple systems
161,6,,,False,consistent across both Chrome and Firefox,,unknown,,True,unknown,software_update,True,high,False,2.4.1,True,unknown,2.4.1,Medium,4.0,Database connection timeout,recurring,Database connection timeout,critical,single system
162,1,,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,unknown,,,,5.1.2,True,unknown,5.1.2,unknown,,Database connection failed: Timeout exception (Error 503),unknown,Database connection failed: Timeout exception (Error 503),critical,multiple systems
162,2,,,True,unknown,unknown,unknown,False,True,unknown,unknown,False,high,True,unknown,True,unknown,unknown,unknown,,database_connection_timeout_exception,unknown,database_connection_timeout_exception,critical,single system
